District,State,Students,ELL_Percent,IEP_Percent,Pupil_Teacher_Ratio,Exp_Rev_Ratio,Strike
CHICKASHA,Oklahoma,2325,0.02,0.17,16.63,1.084,1
CHISHOLM,Oklahoma,1130,0.01,0.14,17.19,1.231,1
CHOCTAW-NICOMA PARK,Oklahoma,5772,0,0.16,17.96,1.052,1
CLAREMORE,Oklahoma,3916,0.02,0.16,17,1.104,1
CLEVELAND,Oklahoma,1742,0,0.18,17.47,1.147,1
CLINTON,Oklahoma,2222,0.19,0.15,16.8,0.99,1
COLLINSVILLE,Oklahoma,2783,0.03,0.15,19.66,0.99,1
COMANCHE,Oklahoma,1014,0,0.15,16.79,0.951,1
COWETA,Oklahoma,3250,0.03,0.17,17.64,0.955,1
CROOKED OAK,Oklahoma,1228,0.29,0.16,17.82,1.007,1
DAVIS,Oklahoma,1053,0,0.17,16.13,1.039,1
DEER CREEK,Oklahoma,5903,0.03,0.1,18.78,1.021,1
DEWEY,Oklahoma,1241,0.01,0.14,16.71,1.068,1
DISCOVERY SCHOOLS OF TULSA,Oklahoma,1056,0.18,0.1,17.43,0.994,1
DUNCAN,Oklahoma,3597,0.04,0.12,17.93,1.165,1
DURANT,Oklahoma,3718,0.04,0.17,18.05,1.002,1
EDMOND,Oklahoma,24403,0.04,0.11,18.81,0.997,1
EL RENO,Oklahoma,2700,0.1,0.19,17.15,0.916,1
ELK CITY,Oklahoma,2051,0.07,0.14,15.7,1.058,1
ENID,Oklahoma,8028,0.15,0.14,17.82,1,1
EPIC ONE ON ONE CHARTER SCHOOL,Oklahoma,9077,0.01,0.12,45.47,0.913,1
EUFAULA,Oklahoma,1194,0,0.24,16.23,1.012,1
FORT GIBSON,Oklahoma,1844,0.01,0.15,15.6,0.957,1
GLENPOOL,Oklahoma,2749,0.04,0.16,17.82,1.023,1
GROVE,Oklahoma,2483,0.01,0.14,18.08,0.931,1
GUTHRIE,Oklahoma,3461,0.03,0.13,18.04,1.003,1
GUYMON,Oklahoma,3009,0.36,0.12,16.19,1.017,1
HARRAH,Oklahoma,2214,0,0.21,18.4,1.064,1
HEAVENER,Oklahoma,1034,0.14,0.15,12.9,1.039,1
HENRYETTA,Oklahoma,1246,0,0.23,15.59,0.947,1
HILLDALE,Oklahoma,1842,0.02,0.14,18.04,1.059,1
HOLDENVILLE,Oklahoma,1105,0.02,0.25,15.82,0.982,1
HUGO,Oklahoma,1238,0.02,0.22,16.69,1.007,1
IDABEL,Oklahoma,1216,0.04,0.14,14.81,1.01,1
INOLA,Oklahoma,1349,0.02,0.18,16.3,1.197,1
JAY,Oklahoma,1681,0.04,0.18,15.29,1.012,1
JENKS,Oklahoma,11965,0.1,0.17,18.13,1.013,1
JONES,Oklahoma,1152,0.02,0.1,18.03,1.129,1
KINGFISHER,Oklahoma,1460,0.07,0.15,16.35,0.918,1
KINGSTON,Oklahoma,1205,0.01,0.23,15.61,1.021,1
LAWTON,Oklahoma,14747,0.04,0.18,16.12,0.967,1
LEXINGTON,Oklahoma,1113,0.03,0.17,15.59,0.997,1
LINDSAY,Oklahoma,1245,0.04,0.16,15.02,0.931,1
LITTLE AXE,Oklahoma,1296,0.02,0.21,17.9,0.995,1
LOCUST GROVE,Oklahoma,1457,0,0.28,16.38,1.029,1
LONE GROVE,Oklahoma,1474,0.01,0.16,16.3,0.963,1
MADILL,Oklahoma,1772,0.16,0.12,16.78,1.022,1
MARIETTA,Oklahoma,1107,0.17,0.14,17.82,1.075,1
MCALESTER,Oklahoma,3087,0.03,0.16,17.67,1.038,1
MCLOUD,Oklahoma,1841,0.03,0.19,16.3,0.963,1
MIAMI,Oklahoma,2297,0.06,0.14,17.13,0.994,1
MIDWEST CITY-DEL CITY,Oklahoma,14302,0.03,0.15,16.66,0.986,1
MOORE,Oklahoma,24355,0.02,0.16,19.58,0.996,1
MULDROW,Oklahoma,1464,0.04,0.21,15.49,1.012,1
MUSKOGEE,Oklahoma,5980,0.03,0.16,18.14,0.967,1
MUSTANG,Oklahoma,11031,0.04,0.12,18.51,1.033,1
NEWCASTLE,Oklahoma,2164,0.02,0.14,18.41,1.004,1
NOBLE,Oklahoma,2860,0,0.13,17.77,0.982,1
NORMAN,Oklahoma,15942,0.04,0.17,16.98,0.936,1
OKLAHOMA CITY,Oklahoma,39806,0.31,0.14,16.81,1.047,1
OKLAHOMA CONNECTIONS ACADEMY,OKLAHOMA,1246,0.01,0.14,1384.44,0.972,1
OKMULGEE,Oklahoma,1468,0,0.18,16.08,1.03,1
OOLOGAH-TALALA,Oklahoma,1783,0.02,0.13,17.49,0.989,1
OWASSO,Oklahoma,9737,0.02,0.11,18.9,1.036,1
PAULS VALLEY,Oklahoma,1307,0.06,0.22,14.86,0.988,1
PERKINS-TRYON,Oklahoma,1555,0,0.13,16.24,1.028,1
PERRY,Oklahoma,1157,0,0.13,17.43,0.93,1
PIEDMONT,Oklahoma,3824,0.02,0.12,18.48,1.079,1
PLAINVIEW,Oklahoma,1571,0.03,0.14,15.98,0.953,1
PONCA CITY,Oklahoma,5013,0.04,0.18,18.18,1.081,1
POTEAU,Oklahoma,2324,0.08,0.17,15.92,1.03,1
PRYOR,Oklahoma,2695,0.02,0.14,15.57,0.982,1
PURCELL,Oklahoma,1446,0.1,0.17,15.44,1.004,1
PUTNAM CITY,Oklahoma,19475,0.11,0.16,16.02,1.003,1
SALLISAW,Oklahoma,2000,0.03,0.16,15.93,1.123,1
SAND SPRINGS,Oklahoma,5173,0.01,0.16,18.5,1.058,1
SAPULPA,Oklahoma,3969,0.03,0.16,18.31,1.183,1
SEMINOLE,Oklahoma,1723,0,0.17,15.56,1.066,1
SEQUOYAH,Oklahoma,1356,0,0.13,17.13,1.01,1
SHAWNEE,Oklahoma,3977,0.02,0.16,16.66,1.024,1
SKIATOOK,Oklahoma,2519,0.01,0.16,17.77,1.039,1
SPERRY,Oklahoma,1190,0.02,0.16,18,1.222,1
SPIRO,Oklahoma,1102,0.01,0.12,16.52,0.971,1
STIGLER,Oklahoma,1382,0,0.24,16.55,1.034,1
STILLWATER,Oklahoma,6233,0.04,0.14,17.86,0.883,1
STILWELL,Oklahoma,1257,0.12,0.24,12.88,1.005,1
SULPHUR,Oklahoma,1518,0.02,0.15,16.55,0.958,1
TAHLEQUAH,Oklahoma,3647,0.09,0.16,17.36,1.026,1
TECUMSEH,Oklahoma,2181,0.01,0.14,16.53,1.02,1
TULSA,Oklahoma,38625,0.18,0.17,16.61,1.059,1
TUTTLE,Oklahoma,1901,0.02,0.13,16.6,1.043,1
UNION,Oklahoma,15983,0.18,0.12,18.83,0.929,1
VERDIGRIS,Oklahoma,1302,0.01,0.15,16.42,0.968,1
WAGONER,Oklahoma,2346,0,0.17,15.79,0.86,1
WASHINGTON,Oklahoma,1012,0.02,0.15,18.72,0.931,1
WEATHERFORD,Oklahoma,2261,0.05,0.11,16.94,0.944,1
WESTERN HEIGHTS,Oklahoma,3580,0.2,0.13,14.54,1.017,1
WESTVILLE,Oklahoma,1166,0.03,0.16,15.44,1.018,1
WOODWARD,Oklahoma,2840,0.07,0.14,16.65,1.033,1
YUKON,Oklahoma,8479,0.04,0.16,18.27,0.995,1
ABERDEEN SCHOOL DISTRICT,Washington,3408,0.12,0.16,16.69,0.937,0
ANACORTES SCHOOL DISTRICT,Washington,2806,0.02,0.1,19.27,0.903,0
ARLINGTON SCHOOL DISTRICT,Washington,5550,0.05,0.12,19.81,0.943,0
AUBURN SCHOOL DISTRICT,Washington,16158,0.18,0.11,17.68,1.075,0
BAINBRIDGE ISLAND SCHOOL DISTRICT,Washington,3884,0.01,0.12,18.85,0.915,0
BATTLE GROUND SCHOOL DISTRICT,Washington,13427,0.06,0.13,18.08,0.945,0
BELLEVUE SCHOOL DISTRICT,Washington,20443,0.13,0.09,18.85,1.122,0
BELLINGHAM SCHOOL DISTRICT,Washington,11524,0.07,0.13,18.96,0.975,0
BETHEL SCHOOL DISTRICT,Washington,19226,0.01,0.13,19.52,0.964,0
BLAINE SCHOOL DISTRICT,Washington,2256,0.04,0.15,18.8,0.898,0
BREMERTON SCHOOL DISTRICT,Washington,5138,0.05,0.15,15.84,0.942,0
BURLINGTON-EDISON SCHOOL DISTRICT,Washington,3675,0.21,0.14,17.82,0.881,0
CAMAS SCHOOL DISTRICT,Washington,7097,0.03,0.11,19.39,0.866,0
CASCADE SCHOOL DISTRICT,Washington,1309,0.14,0.1,16.09,1.12,0
CASHMERE SCHOOL DISTRICT,Washington,1611,0.16,0.1,18.34,0.959,0
CASTLE ROCK SCHOOL DISTRICT,Washington,1284,0.02,0.16,18.37,0.97,0
CENTRAL KITSAP SCHOOL DISTRICT,Washington,11109,0.03,0.15,18.36,0.915,0
CENTRAL VALLEY SCHOOL DISTRICT,Washington,13468,0.03,0.14,18.04,0.936,0
CENTRALIA SCHOOL DISTRICT,Washington,3606,0.12,0.15,18.06,0.946,0
CHEHALIS SCHOOL DISTRICT,Washington,3068,0.04,0.16,17.87,1.001,0
CHENEY SCHOOL DISTRICT,Washington,4696,0.03,0.17,17.8,0.943,0
CHIMACUM SCHOOL DISTRICT,Washington,1064,0.02,0.13,17.94,0.962,0
CLARKSTON SCHOOL DISTRICT,Washington,2726,0.01,0.14,18.6,0.997,0
CLOVER PARK SCHOOL DISTRICT,Washington,13181,0.12,0.14,18.23,0.962,0
COLLEGE PLACE SCHOOL DISTRICT,Washington,1354,0.21,0.11,16.28,1.245,0
COLVILLE SCHOOL DISTRICT,Washington,1740,0.02,0.17,17.32,0.986,0
DEER PARK SCHOOL DISTRICT,Washington,2518,0.01,0.12,18.98,0.929,0
DIERINGER SCHOOL DISTRICT,Washington,1436,0.03,0.12,18.46,0.84,0
EAST VALLEY SCHOOL DISTRICT (SPOKANE),Washington,4262,0.03,0.15,17.75,0.964,0
EAST VALLEY SCHOOL DISTRICT (YAKIMA),Washington,3226,0.13,0.11,18.49,0.874,0
EASTMONT SCHOOL DISTRICT,Washington,6102,0.18,0.11,19.41,0.919,0
EATONVILLE SCHOOL DISTRICT,Washington,1961,0.01,0.11,20.11,1.019,0
EDMONDS SCHOOL DISTRICT,Washington,21265,0.13,0.14,19.98,1.018,0
ELLENSBURG SCHOOL DISTRICT,Washington,3352,0.07,0.13,19.68,0.93,0
ELMA SCHOOL DISTRICT,Washington,1437,0.07,0.18,17.69,0.923,0
ENUMCLAW SCHOOL DISTRICT,Washington,4055,0.06,0.15,18.93,0.942,0
EPHRATA SCHOOL DISTRICT,Washington,2500,0.11,0.11,18.07,1,0
EVERETT SCHOOL DISTRICT,Washington,20224,0.13,0.12,20.18,0.913,0
EVERGREEN SCHOOL DISTRICT (CLARK),Washington,26231,0.13,0.13,17.9,0.915,0
FEDERAL WAY SCHOOL DISTRICT,Washington,23043,0.19,0.13,18.13,0.96,0
FERNDALE SCHOOL DISTRICT,Washington,4825,0.06,0.15,19.35,0.959,0
FIFE SCHOOL DISTRICT,Washington,3716,0.11,0.11,18.89,0.945,0
FRANKLIN PIERCE SCHOOL DISTRICT,Washington,7820,0.09,0.14,17.67,0.959,0
GRANDVIEW SCHOOL DISTRICT,Washington,3733,0.35,0.12,20.28,0.988,0
GRANGER SCHOOL DISTRICT,Washington,1517,0.38,0.12,18.51,1.026,0
GRANITE FALLS SCHOOL DISTRICT,Washington,2058,0.03,0.18,18.79,0.891,0
HIGHLAND SCHOOL DISTRICT,Washington,1167,0.3,0.12,15.9,0.959,0
HIGHLINE SCHOOL DISTRICT,Washington,19696,0.27,0.14,18.82,1.002,0
HOCKINSON SCHOOL DISTRICT,Washington,1877,0.02,0.09,19.61,1.007,0
HOQUIAM SCHOOL DISTRICT,Washington,1657,0.04,0.17,17.43,0.951,0
ISSAQUAH SCHOOL DISTRICT,Washington,20532,0.06,0.08,20.62,1.003,0
KELSO SCHOOL DISTRICT,Washington,4985,0.06,0.13,18.63,0.959,0
KENNEWICK SCHOOL DISTRICT,Washington,18171,0.15,0.12,18.86,1.056,0
KENT SCHOOL DISTRICT,Washington,27849,0.19,0.1,19.43,0.954,0
KIONA-BENTON CITY SCHOOL DISTRICT,Washington,1446,0.22,0.13,17.55,0.997,0
LA CENTER SCHOOL DISTRICT,Washington,1677,0.02,0.12,19.4,0.93,0
LAKE CHELAN SCHOOL DISTRICT,Washington,1442,0.3,0.1,16.29,1.061,0
LAKE STEVENS SCHOOL DISTRICT,Washington,8847,0.04,0.15,21.29,0.94,0
LAKE WASHINGTON SCHOOL DISTRICT,Washington,29180,0.1,0.11,18.92,0.939,0
LAKEWOOD SCHOOL DISTRICT,Washington,2410,0.05,0.14,22.14,1.049,0
LONGVIEW SCHOOL DISTRICT,Washington,6828,0.06,0.15,18.36,0.944,0
LYNDEN SCHOOL DISTRICT,Washington,3253,0.1,0.14,19.56,0.98,0
MARYSVILLE SCHOOL DISTRICT,Washington,11235,0.11,0.15,20.16,0.962,0
MEAD SCHOOL DISTRICT,Washington,10105,0.03,0.13,20.53,1,0
MEDICAL LAKE SCHOOL DISTRICT,Washington,1887,0.01,0.12,17.11,0.933,0
MERCER ISLAND SCHOOL DISTRICT,Washington,4493,0.03,0.09,19.56,1.42,0
MERIDIAN SCHOOL DISTRICT,Washington,1743,0.09,0.11,20.48,0.954,0
MONROE SCHOOL DISTRICT,Washington,7096,0.08,0.11,23.42,0.927,0
MONTESANO SCHOOL DISTRICT,Washington,1400,0.02,0.13,19.02,0.962,0
MOSES LAKE SCHOOL DISTRICT,Washington,8674,0.15,0.13,19.45,0.943,0
MOUNT BAKER SCHOOL DISTRICT,Washington,1936,0.06,0.17,16.89,0.999,0
MOUNT VERNON SCHOOL DISTRICT,Washington,6765,0.24,0.13,17.36,0.933,0
MUKILTEO SCHOOL DISTRICT,Washington,15544,0.2,0.14,19.53,1.009,0
NACHES VALLEY SCHOOL DISTRICT,Washington,1353,0.06,0.09,17.39,1.417,0
NOOKSACK VALLEY SCHOOL DISTRICT,Washington,1732,0.15,0.16,17.62,0.965,0
NORTH FRANKLIN SCHOOL DISTRICT,Washington,2160,0.35,0.14,17.04,0.961,0
NORTH KITSAP SCHOOL DISTRICT,Washington,5957,0.03,0.13,18.3,0.868,0
NORTH MASON SCHOOL DISTRICT,Washington,2208,0.09,0.13,18.08,2.238,0
NORTH THURSTON PUBLIC SCHOOLS,Washington,14962,0.05,0.12,17.84,1.248,0
NORTHSHORE SCHOOL DISTRICT,Washington,21918,0.07,0.12,19.81,1.141,0
OAK HARBOR SCHOOL DISTRICT,Washington,5936,0.04,0.14,19.43,0.933,0
OCEAN BEACH SCHOOL DISTRICT,Washington,1029,0.06,0.2,19.19,1.016,0
OKANOGAN SCHOOL DISTRICT,Washington,1133,0.11,0.12,19.44,0.953,0
OLYMPIA SCHOOL DISTRICT,Washington,10196,0.02,0.13,19.76,0.974,0
OMAK SCHOOL DISTRICT,Washington,5397,0.02,0.14,24.38,0.952,0
ORTING SCHOOL DISTRICT,Washington,2612,0.01,0.13,21.97,0.874,0
OTHELLO SCHOOL DISTRICT,Washington,4388,0.44,0.12,20,0.991,0
PASCO SCHOOL DISTRICT,Washington,17884,0.36,0.13,18.35,1,0
PENINSULA SCHOOL DISTRICT,Washington,9035,0.01,0.13,19.53,0.938,0
PORT ANGELES SCHOOL DISTRICT,Washington,3834,0.01,0.14,17.05,0.952,0
PORT TOWNSEND SCHOOL DISTRICT,Washington,1182,0.02,0.15,16.74,0.972,0
PROSSER SCHOOL DISTRICT,Washington,2793,0.22,0.12,18.75,0.991,0
PULLMAN SCHOOL DISTRICT,Washington,2879,0.06,0.1,20.93,1.818,0
PUYALLUP SCHOOL DISTRICT,Washington,22447,0.05,0.12,20.33,0.91,0
QUILLAYUTE VALLEY SCHOOL DISTRICT,Washington,3083,0.04,0.15,24.67,0.971,0
QUINCY SCHOOL DISTRICT,Washington,2993,0.41,0.13,17.45,0.942,0
RENTON SCHOOL DISTRICT,Washington,15849,0.17,0.13,19.35,1.037,0
RICHLAND SCHOOL DISTRICT,Washington,13548,0.04,0.11,20.76,1.235,0
RIDGEFIELD SCHOOL DISTRICT,Washington,2805,0.03,0.1,22.73,0.969,0
RIVERSIDE SCHOOL DISTRICT,Washington,1483,0.01,0.17,17.03,1,0
RIVERVIEW SCHOOL DISTRICT,Washington,3365,0.04,0.1,20.02,0.901,0
ROCHESTER SCHOOL DISTRICT,Washington,2301,0.06,0.16,18,0.945,0
ROYAL SCHOOL DISTRICT,Washington,1759,0.46,0.09,18.72,1.274,0
SEATTLE PUBLIC SCHOOLS,Washington,54215,0.12,0.13,17.46,0.938,0
SEDRO-WOOLLEY SCHOOL DISTRICT,Washington,4444,0.07,0.15,17.47,0.942,0
SELAH SCHOOL DISTRICT,Washington,3705,0.09,0.13,17.43,0.944,0
SEQUIM SCHOOL DISTRICT,Washington,2881,0.02,0.14,18.44,0.98,0
SHELTON SCHOOL DISTRICT,Washington,4427,0.14,0.16,17.28,0.924,0
SHORELINE SCHOOL DISTRICT,Washington,9659,0.07,0.11,20.73,0.919,0
SNOHOMISH SCHOOL DISTRICT,Washington,10193,0.04,0.13,21.37,0.945,0
SNOQUALMIE VALLEY SCHOOL DISTRICT,Washington,7100,0.03,0.1,21.02,0.947,0
SOUTH KITSAP SCHOOL DISTRICT,Washington,9927,0.02,0.15,19.67,0.971,0
SOUTH WHIDBEY SCHOOL DISTRICT,Washington,1396,0,0.12,19.51,0.993,0
SPOKANE SCHOOL DISTRICT,Washington,30773,0.06,0.15,16.69,0.992,0
STANWOOD-CAMANO SCHOOL DISTRICT,Washington,4604,0.02,0.14,20.67,0.995,0
STEILACOOM HIST. SCHOOL DISTRICT,Washington,3248,0.03,0.12,19.94,0.953,0
SULTAN SCHOOL DISTRICT,Washington,1992,0.08,0.16,19.08,0.955,0
SUMNER SCHOOL DISTRICT,Washington,9615,0.03,0.12,19.89,0.988,0
SUNNYSIDE SCHOOL DISTRICT,Washington,6832,0.32,0.14,19.58,0.968,0
TACOMA SCHOOL DISTRICT,Washington,29098,0.1,0.14,17.91,0.959,1
TAHOMA SCHOOL DISTRICT,Washington,8357,0.02,0.12,23.07,1.109,0
TENINO SCHOOL DISTRICT,Washington,1246,0,0.13,18.43,1.172,0
TONASKET SCHOOL DISTRICT,Washington,1177,0.15,0.11,17.61,0.975,0
TOPPENISH SCHOOL DISTRICT,Washington,4277,0.38,0.12,21.63,0.971,0
TUKWILA SCHOOL DISTRICT,Washington,2985,0.38,0.09,17.9,0.878,0
TUMWATER SCHOOL DISTRICT,Washington,6741,0.03,0.12,20.05,0.976,0
UNIVERSITY PLACE SCHOOL DISTRICT,Washington,5714,0.05,0.11,19.57,0.936,0
VANCOUVER SCHOOL DISTRICT,Washington,23831,0.13,0.12,18.7,0.927,0
VASHON ISLAND SCHOOL DISTRICT,Washington,1628,0.04,0.11,18.87,0.937,0
WAHLUKE SCHOOL DISTRICT,Washington,2471,0.54,0.13,19.08,0.961,0
WALLA WALLA PUBLIC SCHOOLS,Washington,5881,0.12,0.13,17.33,0.937,0
WAPATO SCHOOL DISTRICT,Washington,3356,0.49,0.1,18.09,0.965,0
WASHOUGAL SCHOOL DISTRICT,Washington,3251,0.03,0.13,20.08,0.859,0
WENATCHEE SCHOOL DISTRICT,Washington,7756,0.24,0.11,17.48,1.21,0
WEST VALLEY SCHOOL DISTRICT (SPOKANE),Washington,3781,0.03,0.14,17.65,0.941,0
WEST VALLEY SCHOOL DISTRICT (YAKIMA),Washington,5260,0.07,0.13,20.02,0.95,0
WHITE RIVER SCHOOL DISTRICT,Washington,3734,0.02,0.13,20.53,0.849,0
WHITE SALMON VALLEY SCHOOL DISTRICT,Washington,1299,0.15,0.15,19.25,0.971,0
WOODLAND SCHOOL DISTRICT,Washington,2420,0.07,0.12,19.77,1.389,0
YAKIMA SCHOOL DISTRICT,Washington,16327,0.33,0.13,18.84,1.024,0
YELM SCHOOL DISTRICT,Washington,5856,0.02,0.13,19.11,0.958,0
ZILLAH SCHOOL DISTRICT,Washington,1347,0.13,0.08,17.96,0.934,0
BERKELEY COUNTY SCHOOLS,West Virginia,19000,0.02,0.17,14.89,0.992,1
BOONE COUNTY  SCHOOLS,West Virginia,4178,0,0.18,14.01,1.045,1
BRAXTON COUNTY SCHOOLS,West Virginia,2039,0,0.17,13.92,0.94,1
BROOKE COUNTY SCHOOLS,West Virginia,2965,0,0.26,13.12,0.964,1
CABELL COUNTY SCHOOLS,West Virginia,12868,0.02,0.17,14.55,1.016,1
CALHOUN COUNTY SCHOOLS,West Virginia,1051,0,0.17,12.08,0.981,1
CLAY COUNTY SCHOOLS,West Virginia,1938,0,0.17,13.61,1.018,1
DODDRIDGE COUNTY SCHOOLS,West Virginia,1180,0.01,0.16,13.04,0.927,1
FAYETTE COUNTY SCHOOLS,West Virginia,6487,0,0.15,13.7,0.954,1
GRANT COUNTY SCHOOLS,West Virginia,1681,0,0.18,13.95,0.96,1
GREENBRIER COUNTY SCHOOLS,West Virginia,4962,0.01,0.18,13.9,0.953,1
HAMPSHIRE COUNTY SCHOOLS,West Virginia,3255,0,0.21,14.73,1.032,1
HANCOCK COUNTY SCHOOLS,West Virginia,4064,0,0.22,14.21,1.052,1
HARDY COUNTY SCHOOLS,West Virginia,2381,0.06,0.17,15.51,1.133,1
HARRISON COUNTY SCHOOLS,West Virginia,10708,0.01,0.2,13.56,0.985,1
JACKSON COUNTY SCHOOLS,West Virginia,4727,0,0.18,13.86,0.988,1
JEFFERSON COUNTY SCHOOLS,West Virginia,9202,0.05,0.14,15.13,0.997,1
KANAWHA COUNTY SCHOOLS,West Virginia,26625,0.01,0.15,14.47,1.048,1
LEWIS COUNTY SCHOOLS,West Virginia,2561,0,0.17,13.96,1.003,1
LINCOLN COUNTY SCHOOLS,West Virginia,3540,0,0.23,13.88,0.987,1
LOGAN COUNTY SCHOOLS,West Virginia,5846,0,0.14,14.05,1.029,1
MARION COUNTY SCHOOLS,West Virginia,8105,0,0.14,14.17,1.03,1
MARSHALL COUNTY SCHOOLS,West Virginia,4607,0,0.13,12.9,0.978,1
MASON COUNTY SCHOOLS,West Virginia,4152,0,0.16,14.23,0.955,1
MCDOWELL COUNTY SCHOOLS,West Virginia,3200,0,0.2,12.96,0.987,1
MERCER COUNTY SCHOOLS,West Virginia,9216,0.01,0.16,14.37,0.955,1
MINERAL COUNTY SCHOOLS,West Virginia,4165,0,0.19,14.24,0.983,1
MINGO COUNTY SCHOOLS,West Virginia,4200,0,0.12,14.84,0.955,1
MONONGALIA COUNTY SCHOOLS,West Virginia,11454,0.04,0.13,15.02,0.982,1
MORGAN COUNTY SCHOOLS,West Virginia,2323,0.01,0.16,14.23,0.989,1
NICHOLAS COUNTY SCHOOLS,West Virginia,3795,0,0.17,13.51,0.983,1
OHIO COUNTY SCHOOLS,West Virginia,5367,0.01,0.17,13.6,0.973,1
PLEASANTS COUNTY SCHOOLS,West Virginia,1137,0,0.19,11.72,1.36,1
PRESTON COUNTY SCHOOLS,West Virginia,4513,0,0.18,14.52,1.066,1
PUTNAM COUNTY SCHOOLS,West Virginia,9715,0,0.18,14.38,0.953,1
RALEIGH COUNTY SCHOOLS,West Virginia,12149,0.01,0.15,14.22,0.941,1
RANDOLPH COUNTY SCHOOLS,West Virginia,4048,0,0.16,13.65,0.96,1
RITCHIE COUNTY SCHOOLS,West Virginia,1444,0,0.18,13.01,1.004,1
TAYLOR COUNTY SCHOOLS,West Virginia,2456,0,0.18,14.93,0.909,1
TYLER COUNTY SCHOOLS,West Virginia,1309,0,0.2,12.59,1.044,1
UPSHUR COUNTY SCHOOLS,West Virginia,3785,0,0.19,13.89,1.065,1
WAYNE COUNTY SCHOOLS,West Virginia,7135,0.01,0.2,13.85,0.977,1
WETZEL COUNTY SCHOOLS,West Virginia,2554,0.01,0.19,11.54,1.008,1
WIRT COUNTY SCHOOLS,West Virginia,1025,0,0.16,13.49,0.988,1
WOOD COUNTY SCHOOLS,West Virginia,12860,0,0.17,14.48,0.969,1
WYOMING COUNTY SCHOOLS,West Virginia,3977,0,0.21,13.35,0.997,1
